location,tag,region,topography,vegetation,climate,natural_harbor_suitability,installed_good,ad1_good,decision,source,confidence,note
batang_tebo,MAL,Southeast Asia,flatland,jungle,tropical,,lumber,lumber,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
batang_tembesi,MAL,Southeast Asia,flatland,jungle,tropical,,lumber,lumber,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
bath,DOB,Britain,flatland,grasslands,oceanic,,lead,lead,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
bathahalak,XIA,Steppe,plateau,desert,cold_arid,,livestock,livestock,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
bathinda,GNG,India,flatland,sparse,arid,,millet,millet,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
batlagundu,CIN,India,flatland,grasslands,tropical,,fruit,fruit,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
battambang,KHM,Southeast Asia,flatland,forest,tropical,,fish,fish,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
batumi,CAU,Caucasus,hills,forest,subtropical,0.25,fish,fish,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
batyrevo,MRV,Finland,flatland,woods,continental,,lumber,lumber,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
bauchi,BNT,Africa,hills,grasslands,tropical,,stone,stone,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
baud,KAL,India,flatland,jungle,tropical,,elephants,elephants,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
bauge,ROM,Rome,flatland,grasslands,oceanic,,fruit,fruit,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
baume,ROM,Rome,hills,woods,continental,,wool,wool,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
baurang,TIB,Central Asia,mountains,sparse,continental,,stone,stone,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
bauska,BPC,Baltic,flatland,farmland,continental,,wheat,wheat,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
bautzen,HER,Germania,hills,grasslands,continental,,stone,stone,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
bavanat,PRS,Iran,plateau,desert,cold_arid,,wild_game,wild_game,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
bavaria_regen,NAR,Germania,mountains,forest,continental,,wild_game,wild_game,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
bavly,VLF,Finland,flatland,grasslands,continental,,beeswax,beeswax,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
bawean,JAV,Southeast Asia,hills,jungle,tropical,0.00,fruit,fruit,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
bawku,VLT,West Africa,flatland,grasslands,tropical,,livestock,livestock,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
baxian,HAN,China,hills,grasslands,subtropical,,clay,clay,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
bay,PHL,Southeast Asia,flatland,jungle,tropical,,legumes,legumes,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
bayambang,PHL,Southeast Asia,flatland,jungle,tropical,,wild_game,wild_game,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
bayan,XIA,Steppe,plateau,grasslands,cold_arid,,livestock,livestock,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
bayan_har,TIB,Central Asia,plateau,sparse,arctic,,horses,horses,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
bayan_susu,BUY,Korea,flatland,grasslands,continental,,medicaments,medicaments,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
bayan_tumen,XIA,Steppe,plateau,grasslands,cold_arid,,fiber_crops,fiber_crops,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
bayan_ula,XIA,Steppe,plateau,grasslands,continental,,wool,wool,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
bayana,RJS,India,flatland,sparse,arid,,dyes,dyes,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
