profile,law,theme,category,law_name,law_description,option,stance,option_name,option_description,modifiers,estate_preferences,starting,source,confidence,boundary
indic,antq_s2_indic_household_law,household,socioeconomic,Indic Household and Inheritance,"Defines household succession, guardianship, property transmission, and kin obligation within the Indic political sphere.",antq_s2_indic_household_central,central,Royal Edict Recorded Succession,Recorded succession eases state integration but places family affairs under official scrutiny.,global_integration_speed_modifier=0.035|monthly_towards_centralization=societal_value_minor_monthly_move|monthly_towards_centralization=societal_value_minor_monthly_move|global_crown_estate_power=0.02,crown_estate,no,P8.4;P11;P13;CAH-XI,contested,"Combines securely broad legal questions with locally variable royal, lineage, corporate, monastic, and village institutions."
indic,antq_s2_indic_household_law,household,socioeconomic,Indic Household and Inheritance,"Defines household succession, guardianship, property transmission, and kin obligation within the Indic political sphere.",antq_s2_indic_household_mediated,mediated,Lineage Assembly Lineage Arbitration,"Lineages arbitrate inheritance disputes, preserving elite consent at a cost to central uniformity.",nobles_estate_target_satisfaction=tiny_permanent_target_satisfaction|global_monthly_control=-0.005|global_nobles_estate_power=0.03|global_nobles_estate_power=0.02,nobles_estate|tribes_estate,yes,P8.4;P11;P13;CAH-XI,contested,"Combines securely broad legal questions with locally variable royal, lineage, corporate, monastic, and village institutions."
indic,antq_s2_indic_household_law,household,socioeconomic,Indic Household and Inheritance,"Defines household succession, guardianship, property transmission, and kin obligation within the Indic political sphere.",antq_s2_indic_household_local,local,Village Compact Household Custom,Household custom protects local practice and mobility while weakening predictable assessment.,global_pop_assimilation_speed_modifier=0.01|peasants_estate_max_tax=-0.015|global_peasants_estate_power=0.03|global_peasants_estate_power=0.02,peasants_estate,no,P8.4;P11;P13;CAH-XI,contested,"Combines securely broad legal questions with locally variable royal, lineage, corporate, monastic, and village institutions."
indic,antq_s2_indic_commerce_law,commerce,socioeconomic,Indic Commerce and Market Conduct,"Defines safe conduct, tolls, market oversight, and the standing of merchants within the Indic political sphere.",antq_s2_indic_commerce_central,central,Royal Edict Public Toll Schedule,Published toll schedules improve route revenue and enforcement but privilege official channels.,global_trade_through_owned_territory_efficiency=0.06|global_monthly_control=0.01|monthly_towards_centralization=societal_value_minor_monthly_move|global_crown_estate_power=0.02,crown_estate,no,P8.4;P11;P13;CAH-XI,contested,"Combines securely broad legal questions with locally variable royal, lineage, corporate, monastic, and village institutions."
indic,antq_s2_indic_commerce_law,commerce,socioeconomic,Indic Commerce and Market Conduct,"Defines safe conduct, tolls, market oversight, and the standing of merchants within the Indic political sphere.",antq_s2_indic_commerce_mediated,mediated,Lineage Assembly Merchant Arbitration,Merchant arbitration improves production and exchange while increasing urban political weight.,global_production_efficiency=0.03|global_burghers_estate_power=0.04|global_nobles_estate_power=0.03|global_nobles_estate_power=0.02,burghers_estate|nobles_estate,yes,P8.4;P11;P13;CAH-XI,contested,"Combines securely broad legal questions with locally variable royal, lineage, corporate, monastic, and village institutions."
indic,antq_s2_indic_commerce_law,commerce,socioeconomic,Indic Commerce and Market Conduct,"Defines safe conduct, tolls, market oversight, and the standing of merchants within the Indic political sphere.",antq_s2_indic_commerce_local,local,Village Compact Open Local Exchange,Open local exchange reduces barriers and strengthens communities at the expense of central receipts.,global_trade_through_owned_territory_efficiency=0.03|burghers_estate_max_tax=-0.02|global_peasants_estate_power=0.03|global_peasants_estate_power=0.02,peasants_estate|tribes_estate,no,P8.4;P11;P13;CAH-XI,contested,"Combines securely broad legal questions with locally variable royal, lineage, corporate, monastic, and village institutions."
indic,antq_s2_indic_coinage_law,coinage,socioeconomic,Indic Coinage and Standards,"Defines mint authority, accepted standards, weighed media, and seigniorage within the Indic political sphere.",antq_s2_indic_coinage_central,central,Royal Edict Official Standard,An official standard increases mint receipts but makes price stability depend on central restraint.,minting_income_factor=0.10|minting_inflation_threshold=-0.01|monthly_towards_centralization=societal_value_minor_monthly_move|global_crown_estate_power=0.02,crown_estate,no,P8.4;P11;P13;CAH-XI,contested,"Combines securely broad legal questions with locally variable royal, lineage, corporate, monastic, and village institutions."
indic,antq_s2_indic_coinage_law,coinage,socioeconomic,Indic Coinage and Standards,"Defines mint authority, accepted standards, weighed media, and seigniorage within the Indic political sphere.",antq_s2_indic_coinage_mediated,mediated,Lineage Assembly Multiple Civic Issues,Several recognized issues support commerce while sharing monetary authority with urban elites.,minting_income_factor=0.06|global_burghers_estate_power=0.04|global_nobles_estate_power=0.03|global_nobles_estate_power=0.02,burghers_estate|nobles_estate,yes,P8.4;P11;P13;CAH-XI,contested,"Combines securely broad legal questions with locally variable royal, lineage, corporate, monastic, and village institutions."
indic,antq_s2_indic_coinage_law,coinage,socioeconomic,Indic Coinage and Standards,"Defines mint authority, accepted standards, weighed media, and seigniorage within the Indic political sphere.",antq_s2_indic_coinage_local,local,Village Compact Weighed Exchange,Weighed and customary exchange is flexible but yields less direct mint revenue.,minting_income_factor=0.025|stability_cost_efficiency=0.02|global_peasants_estate_power=0.03|global_peasants_estate_power=0.02,tribes_estate|peasants_estate,no,P8.4;P11;P13;CAH-XI,contested,"Combines securely broad legal questions with locally variable royal, lineage, corporate, monastic, and village institutions."
indic,antq_s2_indic_courts_law,courts,administrative,Indic Courts and Petition,"Defines the hearing of disputes, appeals, testimony, and petitions within the Indic political sphere.",antq_s2_indic_courts_central,central,Royal Edict Central Appeal,A central appeal improves consistency and state control but increases administrative load.,legislative_efficiency=0.04|country_cabinet_efficiency=-0.015|monthly_towards_centralization=societal_value_minor_monthly_move|global_crown_estate_power=0.02,crown_estate,no,P8.4;P11;P13;CAH-XI,contested,"Combines securely broad legal questions with locally variable royal, lineage, corporate, monastic, and village institutions."
indic,antq_s2_indic_courts_law,courts,administrative,Indic Courts and Petition,"Defines the hearing of disputes, appeals, testimony, and petitions within the Indic political sphere.",antq_s2_indic_courts_mediated,mediated,Lineage Assembly Collegiate Judgment,Collegiate judgment balances elite interests and lowers the political cost of legislation.,stability_cost_efficiency=0.035|global_nobles_estate_power=0.025|global_nobles_estate_power=0.03|global_nobles_estate_power=0.02,nobles_estate|clergy_estate,yes,P8.4;P11;P13;CAH-XI,contested,"Combines securely broad legal questions with locally variable royal, lineage, corporate, monastic, and village institutions."
indic,antq_s2_indic_courts_law,courts,administrative,Indic Courts and Petition,"Defines the hearing of disputes, appeals, testimony, and petitions within the Indic political sphere.",antq_s2_indic_courts_local,local,Village Compact Local Composition,Local composition resolves disputes accessibly while limiting uniform precedent.,pop_join_rebel_threshold=-0.015|global_monthly_control=-0.01|global_peasants_estate_power=0.03|global_peasants_estate_power=0.02,peasants_estate|tribes_estate,no,P8.4;P11;P13;CAH-XI,contested,"Combines securely broad legal questions with locally variable royal, lineage, corporate, monastic, and village institutions."
indic,antq_s2_indic_offices_law,offices,administrative,Indic Offices and Appointment,"Defines appointment, tenure, replacement, and accountability in public office within the Indic political sphere.",antq_s2_indic_offices_central,central,Royal Edict Direct Appointment,Direct appointment makes staffing faster but concentrates office in the ruler's hands.,set_cabinet_member_cost_modifier=-0.10|global_crown_estate_power=0.04|monthly_towards_centralization=societal_value_minor_monthly_move|global_crown_estate_power=0.02,crown_estate,no,P8.4;P11;P13;CAH-XI,contested,"Combines securely broad legal questions with locally variable royal, lineage, corporate, monastic, and village institutions."
indic,antq_s2_indic_offices_law,offices,administrative,Indic Offices and Appointment,"Defines appointment, tenure, replacement, and accountability in public office within the Indic political sphere.",antq_s2_indic_offices_mediated,mediated,Lineage Assembly Rotating Office,Rotation broadens access and improves deliberation while making replacement less predictable.,country_cabinet_efficiency=0.03|replace_cabinet_member_cost_modifier=-0.05|global_nobles_estate_power=0.03|global_nobles_estate_power=0.02,burghers_estate|tribes_estate|nobles_estate,yes,P8.4;P11;P13;CAH-XI,contested,"Combines securely broad legal questions with locally variable royal, lineage, corporate, monastic, and village institutions."
indic,antq_s2_indic_offices_law,offices,administrative,Indic Offices and Appointment,"Defines appointment, tenure, replacement, and accountability in public office within the Indic political sphere.",antq_s2_indic_offices_local,local,Village Compact Patron-Nominated Office,Patron nomination secures elite cooperation but makes office-holders costly to dislodge.,replace_cabinet_member_cost_modifier=0.15|global_nobles_estate_power=0.04|global_peasants_estate_power=0.03|global_peasants_estate_power=0.02,nobles_estate|peasants_estate,no,P8.4;P11;P13;CAH-XI,contested,"Combines securely broad legal questions with locally variable royal, lineage, corporate, monastic, and village institutions."
indic,antq_s2_indic_migration_law,migration,administrative,Indic Migration and Settlement,"Defines the admission, relocation, patronage, and settlement of mobile households within the Indic political sphere.",antq_s2_indic_migration_central,central,Royal Edict Directed Settlement,Directed settlement accelerates incorporation and control but privileges central priorities.,global_pop_assimilation_speed_modifier=0.02|global_monthly_control=0.01|monthly_towards_centralization=societal_value_minor_monthly_move|global_crown_estate_power=0.02,crown_estate,no,P8.4;P11;P13;CAH-XI,contested,"Combines securely broad legal questions with locally variable royal, lineage, corporate, monastic, and village institutions."
